FD,SCI,CO,PPI_SUM,BF_Ex,BF_Ag,BF_Co,BF_Em,BF_Op,Gender_male,MonthsInJob,Age
-1.6041487,0.841846,0.14654344,2.6048021,-0.4769797,0.56004983,0.2683328,0.35325512,0.28538716,-0.048275255,-0.1039022,-0.5613176
0.52482975,0.0142248105,-0.060556874,-1.6584353,0.48808503,0.19216667,-0.5869021,-0.06675132,-0.028969256,-0.10004125,0.29643515,-0.72313476
0.025201239,0.6888655,0.5581756,0.5395599,-0.39714667,0.95327747,0.37375104,-0.07693522,0.14823048,-0.02374518,0.45760646,1.0550029
0.6804537,-0.0971925,-0.5662829,0.88166267,-0.040636767,0.40718952,-0.50939214,0.016018016,0.34290305,-0.06009809,0.43587402,-0.7687745
0.50097096,-0.1912942,-0.04450514,-0.57994205,0.239459,0.22265421,0.0023447927,-0.057770655,0.16219677,-0.09038453,0.62157583,-0.80454415
-0.9245886,1.0123556,1.1972699,1.1119006,-0.40126115,0.38814282,-0.53720075,-0.13273723,0.3211799,-0.10363995,-0.0048144585,1.378174
-0.15384674,-0.2865423,0.92544454,0.7853284,-0.6789896,0.52713275,0.66394603,0.13323008,0.19171329,-0.004461556,-0.22970195,-0.57231337
0.11217453,0.77329445,0.9175078,1.0777332,-0.65073556,-0.36992407,1.0425639,0.0683116,0.2972154,-0.018309262,0.13885641,1.3557447
-1.1028429,-0.33701178,-0.23299514,1.1432369,-0.17273739,-0.30526772,-0.6146381,-0.064348914,0.29610723,-0.11705837,-0.73883575,1.2922329
0.4331682,-0.6474147,-0.1232299,0.8021825,0.021757018,0.44914135,0.2992393,-0.06075296,0.23989151,-0.09546452,0.6062271,0.9339387
0.35239512,-1.5744236,-0.30796355,0.0101405,0.8148055,-0.007312988,-0.64502364,-0.007444878,0.52470714,-0.20633537,-0.14875859,-0.65312994
0.38897735,0.785399,0.9364036,0.879689,1.1627892,0.028064068,0.24359669,0.039860953,0.151931,-0.041188292,0.040240206,-0.55893856
0.39214298,-0.07631954,-0.37294045,-0.67112327,-0.470963,-0.2633687,-0.3281065,-0.030446537,0.3350434,-0.065855555,0.9907551,-0.30180612
