FD,SCI,CO,PPI_SUM,BF_Ex,BF_Ag,BF_Co,BF_Em,BF_Op,Gender_male,MonthsInJob,Age
0.0020414502,0.080110185,-0.28582102,0.08019352,-1.2998147,-0.09700354,-0.18082646,-0.19902903,0.03912357,-0.26749665,0.0042108167,0.7195745
1.6192616,0.008959575,0.18476549,0.33233857,-0.16548876,0.053088885,0.07107291,-0.20744951,0.06623219,-0.18491746,-0.04249639,-0.091212645
0.006364448,-0.14484994,0.15049617,0.21511388,-0.47455022,-0.0036364798,0.07028206,-0.17818484,0.13654646,-0.11526526,-0.21229956,-1.394897
-0.23718901,-0.14805767,-0.5305573,0.3444057,-0.6337552,-0.10896798,0.085355714,0.08078529,0.17696148,-0.23906562,-0.1678493,-0.65338844
-0.29786235,-0.7236203,-0.4599123,0.6680261,1.0147617,-0.027510514,-0.22126369,0.07615207,-0.27898782,-0.35605934,-0.47153798,1.0172288
-0.11980454,-0.53323567,-0.38176054,0.33250502,-0.47154158,0.057155713,-0.06194809,0.16468967,0.01737299,-0.29324815,-0.29793334,-0.85530597
0.32817522,0.15469898,0.60788107,-0.4491442,0.94054306,-0.03558782,0.18125215,0.10440278,-0.27204022,-0.24787155,-0.24159482,-1.3675399
0.14182627,0.119509235,-0.11170304,-0.48801696,0.9268883,-0.04332295,-0.16670823,-0.19515069,-0.32651055,-0.13446154,-0.20920931,-0.6021103
-0.82472724,-0.038000178,0.14642432,0.049550608,-0.2678801,-0.07525798,-0.05860999,-0.5433018,0.031812977,-0.24912682,-0.14456339,0.45522955
1.905812,-0.13192903,-0.20115823,-0.11674064,-0.4881338,-0.05436713,0.19923797,0.34080613,-0.3990934,-0.13235886,0.06994922,-0.43613166
-0.087799445,0.11397188,-0.09793725,0.17244887,0.7323902,0.13401186,0.15289699,0.117101915,-0.175262,-0.2386127,-0.20397691,1.3042858
0.013373545,0.027934764,0.19108899,-0.6242047,-0.16261196,0.115215674,-0.06037586,-0.1380346,-0.09666875,-0.18902868,-0.11066377,0.816119
0.16740265,0.07106015,0.19192098,0.24816541,-0.1768104,1.4965742,0.059835106,0.11916729,-0.39608568,-0.2541689,-0.080631524,-0.44391286
0.92688894,-0.059917975,-0.5459343,0.13278441,-0.9280232,-0.23965392,-0.091071576,-0.20765468,0.13527241,-0.26592058,0.017074065,-0.39086288
1.4604158,-0.24613242,-0.07864966,3.4619262,0.52123666,0.19100475,-0.06120526,-0.28932393,-0.40124717,-0.20173591,-0.18253319,-3.0144727
-0.15561454,-0.013878829,-0.6313127,0.17000194,-0.4332466,0.013575686,-0.20711103,-0.18612397,0.03314031,-0.17137189,0.123548746,-0.5720317
-0.08042449,0.04721955,0.17584415,0.29924172,-0.0992103,0.18160295,0.1904414,0.13368821,-0.21544038,-0.17452206,-0.0091461055,-1.4404892
